Case #1: Impossible
6 9 168848
6 12 89985
6 13 107036
6 17 82166
6 18 230507
6 22 82354
6 25 182006
6 26 172575
6 27 124808
6 31 155924
6 32 163167
6 33 119456
6 38 103882
7 9 131213
7 13 143549
7 14 134674
7 15 171665
7 16 243888
7 19 130072
7 20 136727
7 24 142542
7 25 150139
7 33 153274
7 34 102471
7 39 121007
8 9 150783
8 10 184698
8 15 83312
8 18 229129
8 24 54189
8 25 169709
8 28 141137
8 29 128953
8 40 118671
9 16 302684
9 27 151392
9 31 122639
9 33 122814
9 34 28742
9 36 169787
9 39 86552
9 40 137884
10 11 196414
10 17 142665
10 22 168863
10 27 185307
10 28 149614
10 37 159931
10 38 112926
10 40 171799
11 13 98489
11 14 107290
11 15 156448
11 16 308530
11 27 143895
11 28 191818
11 36 162290
11 37 148241
11 39 79055
12 15 82884
12 16 234966
12 18 167281
12 22 53887
12 24 71422
12 26 144108
12 29 84241
12 30 6552
12 33 119595
12 36 88726
13 14 35755
13 18 184332
13 19 13477
13 22 70938
13 26 160386
13 27 87382
13 29 86270
13 31 75842
13 32 97911
13 36 105777
13 37 91728
14 17 53541
14 24 84017
14 25 79871
14 29 56251
14 30 40278
14 36 114578
14 37 80762
14 38 76031
15 18 239031
15 20 96221
15 23 199452
15 34 81361
15 37 25868
15 38 21137
15 39 80501
16 17 207277
16 18 391265
16 19 238540
16 23 366556
16 27 187721
16 29 299874
16 30 241518
16 33 253292
16 36 146240
17 18 183988
17 19 31263
17 21 94985
17 26 163923
17 28 90565
17 31 93628
17 33 109567
17 36 61037
18 19 170855
18 21 233812
18 22 212529
18 25 252508
18 27 226630
18 28 254582
18 29 243648
18 32 219620
18 33 275742
18 35 354384
18 36 245025
18 37 230976
18 38 217894
19 20 24785
19 22 57461
19 28 121828
19 30 18000
19 39 9065
20 26 157445
20 27 80560
20 29 97578
20 32 109219
20 40 70160
21 22 67539
21 25 175157
21 27 137627
21 28 155385
21 29 143201
21 30 81722
21 31 141109
21 32 163178
21 35 262273
21 39 72787
22 24 117435
22 26 136477
22 27 116344
22 29 77541
22 30 60439
22 38 127579
23 26 45847
23 31 190381
23 33 236163
23 36 220316
23 38 213156
23 39 137081
24 26 207656
24 27 86375
24 32 159430
24 39 65931
25 28 157086
25 30 114413
25 31 141565
25 32 155560
25 33 135972
26 27 206565
26 30 150660
26 36 224960
26 37 210911
27 28 133207
27 29 146698
27 35 257434
27 39 64840
28 31 184193
28 33 94536
28 34 139186
28 39 112763
28 40 167203
29 30 90793
29 34 24048
29 37 71509
29 39 81858
30 34 66745
30 35 201529
30 38 88118
31 34 93897
31 37 140616
32 36 176734
32 37 162685
32 38 150554
32 40 144831
33 36 170604
33 40 154116
34 40 109142
35 36 275829
35 38 237282
36 38 114914
37 40 123626
38 40 130515
Case #176: 50
1 7 595438
3 4 796128
3 15 363812
3 33 914028
3 37 903104
4 7 446262
4 48 760337
5 12 928750
5 45 432860
5 49 682785
5 50 874498
6 26 892885
7 18 350086
7 34 202587
8 11 770282
8 24 632527
8 40 128186
9 17 715568
10 19 243501
11 13 526247
11 29 726548
12 46 790366
13 18 780418
13 20 564588
13 50 686232
15 41 563159
15 42 306821
17 19 892780
17 46 714168
18 38 654365
18 49 531902
19 20 401579
19 42 450436
21 34 867452
23 33 470049
23 46 802876
24 27 990966
24 32 598135
27 46 415226
29 31 835061
29 41 20984
29 45 513148
29 50 666555
30 49 908734
31 34 619080
32 34 632770
32 49 411306
34 50 762219
35 46 696352
45 49 537708
Case #177: 36
1 28 899252
3 5 803429
3 29 42167
3 36 605183
5 16 492934
5 18 88089
6 31 606932
6 38 544821
7 33 413891
9 10 885897
9 12 964616
9 48 855082
10 16 749598
10 29 376228
11 42 745058
12 16 622821
12 38 576738
13 30 945287
14 28 900735
15 32 655353
16 24 695849
16 25 288461
17 21 178636
17 23 583044
19 26 911161
19 28 887384
20 39 586043
21 28 532332
24 27 625358
29 36 563027
33 46 486034
33 48 860598
34 44 749312
36 43 447399
41 46 883196
45 48 618793
Case #178: 34
2 4 318403
2 10 903966
2 12 187798
3 4 388957
3 15 968354
3 17 810458
3 19 396027
3 20 679750
4 7 210679
5 6 9005
5 10 751865
5 16 465838
6 9 134564
6 12 227203
6 18 316801
7 10 743683
7 14 429412
8 18 818207
8 20 669053
9 13 78575
9 14 406117
9 15 766781
10 14 842690
10 16 900479
11 20 457604
12 13 171214
12 17 516246
12 19 101815
13 14 484692
14 15 724165
14 18 193287
15 19 658295
16 18 773634
18 20 574722
Case #179: 66
1 2 181672
1 6 412559
1 7 322827
1 10 273979
1 13 504775
1 14 704940
2 6 314375
2 9 89972
2 11 308917
2 12 112725
2 13 453804
2 15 374097
2 16 111225
2 17 418664
3 5 166569
3 6 365329
3 11 426569
3 12 239783
3 13 326746
3 17 421257
4 5 107335
4 9 157796
4 10 24483
4 11 367335
4 12 180549
4 16 179049
5 8 335491
5 11 269406
5 12 152236
5 15 413608
5 16 150736
5 17 379153
6 8 490010
6 10 281612
6 12 343612
6 13 692075
6 15 74009
6 16 203150
6 17 619152
7 8 329173
7 9 231127
7 13 459311
7 14 584528
7 16 252380
7 17 435354
8 12 384816
8 14 767039
9 15 298412
9 16 21253
9 17 508636
10 12 205032
10 14 535680
10 17 337540
11 12 421642
11 13 204969
11 14 593172
11 15 624642
11 16 420142
11 17 109747
12 13 566529
12 14 635993
12 16 140462
13 17 95222
14 16 634493
14 17 483425
15 17 619330
Case #180: 124
1 2 84063
1 4 161169
1 5 99510
1 6 62188
1 7 155533
1 9 177328
1 10 418938
1 11 200301
1 12 81426
1 13 393014
1 14 123384
1 15 167926
1 16 155628
1 18 140902
2 3 145868
2 4 142131
2 5 80472
2 6 21875
2 7 239596
2 8 130908
2 9 258207
2 10 475968
2 11 200337
2 12 2637
2 13 392907
2 14 44595
2 16 239691
2 17 118506
2 18 121864
3 4 127055
3 5 65396
3 6 162469
3 7 159712
3 8 115832
3 9 247846
3 10 460892
3 11 185261
3 12 143231
3 14 162774
3 15 133812
3 16 320534
3 18 106788
4 5 61659
4 6 158732
4 7 117951
4 8 11223
4 9 143237
4 12 139494
4 13 333233
4 14 159037
4 15 21734
4 16 239922
4 17 99693
4 18 20267
5 6 97073
5 7 164633
5 10 395496
5 11 119865
5 12 77835
5 13 312435
5 14 97378
5 15 68416
5 16 255138
5 17 38034
6 7 217721
6 8 147509
6 9 236332
6 10 481126
6 11 196374
6 12 19238
6 13 409508
6 14 61196
6 16 217816
6 17 123664
6 18 138465
7 8 114197
7 10 333616
7 11 44768
7 12 236959
7 13 436207
7 14 262011
7 15 96217
7 16 311161
7 17 202667
7 18 123241
8 9 132014
8 10 381978
8 11 69429
8 12 128271
8 13 322010
8 14 147814
8 15 17980
8 17 88470
8 18 9044
9 10 513992
9 12 255570
9 13 454024
9 14 279828
9 15 149994
9 18 141058
10 12 473331
10 13 329520
10 14 492874
10 15 399958
10 16 574566
10 17 357462
11 12 197700
11 13 391439
11 14 217243
11 15 51449
11 17 157899
12 13 390270
12 14 41958
12 16 237054
12 18 119227
13 14 409813
13 15 339990
13 17 331538
14 15 165794
14 16 279012
14 18 138770
15 16 246679
15 17 106450
15 18 27024
Case #181: Impossible
Case #182: 216
1 7 116365
1 12 250250
1 20 114380
1 21 110386
1 23 241186
1 24 165256
1 26 59978
1 27 144622
1 29 185857
1 33 135380
2 3 128243
2 4 118277
2 5 127702
2 7 138456
2 10 88334
2 12 203301
2 15 143475
2 16 96837
2 19 151460
2 20 136471
2 21 136037
2 22 112552
2 24 149612
2 26 82069
2 29 172782
2 34 40842
3 5 111880
3 6 183948
3 7 10213
3 8 192586
3 9 91821
3 12 236446
3 13 109174
3 14 118118
3 15 107580
3 17 192303
3 22 165880
3 29 172053
3 30 162069
3 31 122476
3 33 125136
3 34 132495
4 7 92595
4 10 133767
4 12 226480
4 13 26792
4 15 71196
4 17 234037
4 18 119821
4 19 143074
4 20 90610
4 21 90176
4 26 36208
4 31 204858
4 32 37988
4 34 159119
5 6 72068
5 14 117577
5 17 243462
5 20 120108
5 22 66190
5 26 65706
5 28 74404
5 31 234356
5 33 34902
6 7 194161
6 9 163348
6 10 170797
6 13 151780
6 14 189645
6 17 315530
6 22 138258
6 23 223069
6 25 170688
6 27 91006
6 29 158679
6 30 334731
6 31 306424
6 32 139554
6 34 240612
7 11 159167
7 18 150573
7 21 110355
7 26 56387
7 27 141054
7 31 132689
8 9 155031
8 11 211165
8 13 195492
8 16 202814
8 17 307213
8 18 104421
8 24 303885
8 25 160413
8 28 138155
8 30 337447
8 33 179993
8 34 232295
9 12 166879
9 16 60415
9 17 152182
9 24 154485
9 25 108560
9 26 45647
9 28 84344
9 29 136360
9 32 47427
9 34 77264
10 16 112327
10 18 101523
10 20 151961
10 21 151527
10 23 211854
10 25 129186
10 29 101386
10 30 181734
10 31 221327
10 32 99339
10 34 129176
11 15 153107
11 21 156748
11 26 102780
11 29 96165
11 30 186955
11 32 104560
12 14 140582
12 18 200371
12 20 244674
12 21 244240
12 22 225891
12 25 204308
12 26 190272
12 31 221426
12 33 124799
12 34 244143
13 16 77768
13 20 117402
13 21 116968
13 22 118549
13 23 118208
13 26 63000
13 28 59295
13 33 114588
13 34 159706
14 19 141335
14 20 126346
14 22 102427
14 26 71944
14 28 110641
14 29 127001
15 17 259235
15 19 164712
15 22 142994
15 23 162612
15 26 61406
15 29 107283
15 30 254803
15 31 230056
16 18 98393
16 24 120046
16 25 112847
17 21 251797
17 26 197829
17 28 236526
17 29 252886
17 31 69827
17 34 229446
18 25 57950
18 26 94186
18 28 33734
18 31 262836
19 22 191168
19 25 159095
19 26 106866
19 31 275516
19 32 105086
19 33 179539
19 34 192302
20 25 112038
20 28 136254
20 29 84238
20 32 56182
21 22 163113
21 24 159246
21 26 53968
21 27 138612
21 28 171327
21 29 178350
21 31 222618
22 24 224984
22 34 153394
23 25 100813
23 27 132063
23 28 76597
23 30 262522
24 28 231133
24 29 234717
24 31 263125
24 33 184240
24 34 108770
25 30 290976
26 31 168650
27 28 55466
27 31 253294
27 32 86424
27 33 53840
28 29 52016
28 31 290945
29 30 283120
29 32 127659
30 32 195177
30 33 272359
30 34 259680
31 32 170430
31 33 247612
33 34 201873
Case #183: Impossible
Case #184: 53
1 2 351949
1 3 92291
1 5 341123
1 6 288732
1 7 236349
1 8 404536
1 9 45870
1 10 256818
1 11 165153
1 12 155452
2 3 259658
2 5 275638
2 6 549001
2 7 403716
2 8 212225
2 9 397819
2 10 591734
2 11 500069
3 5 420259
3 6 317438
3 8 356846
3 9 138161
3 10 349109
3 11 257444
4 5 144889
4 8 81476
4 9 440142
4 10 460985
4 11 369320
4 12 284613
5 6 400189
5 7 348605
5 9 295253
5 10 316096
5 11 224431
5 12 429502
6 7 173380
6 8 336776
6 9 272196
6 10 545550
6 11 453885
6 12 254277
7 8 285192
7 10 493167
7 11 401502
7 12 80897
8 9 358666
8 10 379509
8 11 287844
9 11 211023
9 12 201322
10 12 412270
11 12 320605
Case #185: 10
1 2 187578
1 3 445385
1 5 549135
2 4 422266
2 6 668936
3 8 534626
4 7 540510
5 6 246987
5 7 1698
6 7 248685
Case #186: 1
1 2 5
Case #187: Impossible
Case #188: 180
1 16 243969
1 17 478886
1 19 53725
1 34 177372
1 37 181947
2 6 257963
2 7 360511
2 14 15658
2 15 334494
2 34 420943
2 43 456365
2 47 381746
3 12 468624
3 25 341690
3 27 410648
3 33 460351
3 36 382338
3 44 233099
3 45 433806
3 48 380699
4 7 108442
4 9 182576
4 20 336921
4 33 206693
4 34 168874
4 35 219304
4 39 147567
4 48 353487
5 12 165941
5 14 266093
5 17 412016
5 18 190358
5 30 30321
5 42 395640
5 43 235256
5 44 156459
5 47 99995
5 48 371193
5 50 127738
6 8 340391
6 10 271351
6 17 466339
6 37 333685
6 40 294300
6 42 305671
6 46 342373
7 17 490776
7 25 121150
7 26 241811
8 22 191377
8 33 230033
9 10 378994
9 19 187137
9 25 199845
9 28 179045
9 32 208807
9 36 303124
9 45 202737
9 46 202311
10 17 194988
10 21 362132
10 29 360427
10 30 247349
10 47 317023
11 27 363562
11 41 28091
12 15 151035
12 16 425431
12 17 577957
12 18 308213
12 27 346835
12 32 260818
13 24 325921
13 30 212939
13 35 10744
13 36 372123
14 23 625555
14 29 409492
14 30 235772
14 37 454268
14 40 358555
14 46 341220
14 47 366088
15 18 278022
15 24 304065
15 30 117985
15 34 274244
15 45 277910
16 29 248194
16 32 319364
16 41 44684
16 48 489575
17 20 625155
17 22 435710
17 25 571340
17 29 555415
17 34 598596
17 38 602366
17 44 447492
18 19 177213
18 27 357998
18 28 268240
18 29 280049
18 31 238327
18 40 282820
18 44 286175
19 38 178859
19 46 122624
19 49 164859
20 28 244296
20 37 353486
20 38 190816
20 44 396931
20 45 265859
21 28 12434
21 35 271222
21 37 144299
21 46 152987
21 50 23220
22 26 139366
22 28 114830
22 30 6627
22 34 162886
22 44 132765
22 47 123689
23 24 394002
23 28 303152
23 42 680333
23 46 422133
24 27 202180
24 31 264370
24 41 189473
24 45 103051
24 47 316396
25 29 170541
25 35 279588
26 27 343945
26 28 254187
26 30 145984
26 31 216842
26 32 257928
26 33 340062
27 35 348546
27 48 515148
28 30 108203
28 31 186493
28 39 48321
29 30 173720
29 33 111403
29 38 74689
29 43 246473
29 47 243394
30 31 78290
30 35 206689
30 39 134952
31 40 201073
32 49 259627
33 39 215285
33 40 259444
34 37 237583
34 39 154039
35 38 312268
35 46 256033
35 49 256440
36 38 177559
37 40 219023
38 50 64266
39 41 297688
39 48 474814
39 49 248990
40 44 248921
41 46 268184
41 48 501073
42 49 458229
43 44 331073
43 46 165087
45 46 253116
45 47 243040
45 48 448056
47 48 471188
Case #189: 7
1 3 223894
1 4 379884
2 3 402713
2 5 379193
3 4 155990
3 6 397986
4 6 553976
Case #190: 426
1 2 220864
1 4 134954
1 6 140396
1 7 104893
1 8 163834
1 9 123954
1 12 141629
1 13 227616
1 15 168330
1 20 146791
1 21 169983
1 23 192140
1 24 90924
1 25 176044
1 26 110518
1 28 214991
1 30 150869
1 31 217412
1 32 195056
1 35 255475
1 36 316580
1 37 106019
1 39 118848
2 4 174008
2 6 192025
2 7 143947
2 8 206442
2 13 265783
2 14 179302
2 15 228151
2 16 145482
2 17 137445
2 18 184861
2 19 217322
2 20 156928
2 22 134162
2 25 215069
2 28 225128
2 31 256466
2 32 405232
2 33 242797
2 36 327861
2 37 114845
2 39 127674
3 4 56395
3 6 46454
3 7 54609
3 9 101646
3 10 68597
3 11 4313
3 14 25415
3 16 29332
3 17 106311
3 18 114178
3 19 141230
3 21 33837
3 23 169794
3 24 68578
3 25 153580
3 30 134816
3 31 135871
3 32 297693
3 33 126647
3 34 76989
3 35 179183
3 38 114280
3 39 96540
4 6 102849
4 7 58037
4 8 150760
4 11 60708
4 14 81810
4 15 130783
4 17 81763
4 18 100272
4 19 131412
4 20 67040
4 21 90232
4 22 48252
4 23 145284
4 28 135240
4 30 156403
4 32 319322
4 33 183042
4 34 52441
4 35 235578
4 36 269724
4 37 59163
4 39 71992
5 7 88341
5 9 63341
5 12 135904
5 13 145628
5 16 63064
5 18 141403
5 20 44377
5 22 89383
5 24 85199
5 25 170319
5 26 125623
5 29 162555
5 30 168548
5 31 93513
5 32 279929
5 33 160379
5 35 210448
6 7 92437
6 10 89276
6 13 149724
6 15 36126
6 16 67160
6 18 145499
6 20 48473
6 24 89295
6 25 174415
6 27 71528
6 30 172644
6 34 97668
6 35 214544
6 36 264538
6 37 77180
6 38 134997
6 39 64351
7 8 120699
7 9 47037
7 10 13988
7 12 64674
7 13 157879
7 14 71398
7 18 70173
7 21 79820
7 22 18153
7 23 115185
7 26 54393
7 29 91325
7 30 126304
7 31 112519
7 34 22380
7 36 239625
7 38 59671
7 39 41931
8 10 106711
8 12 157435
8 13 63782
8 14 145455
8 15 113188
8 17 114197
8 18 93220
8 20 164663
8 21 155744
8 23 207946
8 24 106730
8 25 175279
8 28 200158
8 33 227053
8 34 115103
8 35 253957
8 36 250514
8 39 104426
9 10 33049
9 11 97333
9 13 173314
9 14 80284
9 16 109688
9 17 40535
9 19 120412
9 20 91001
9 21 82082
9 23 134284
9 24 33068
9 26 73492
9 27 55086
9 29 110424
9 31 156854
9 32 288567
9 34 41441
9 35 238102
9 36 205293
9 37 17935
10 14 68237
10 15 117210
10 22 4203
10 24 19
10 26 40443
10 27 22037
10 32 275273
10 35 205053
11 12 114970
11 16 25019
11 17 101998
11 20 6332
11 21 29524
11 22 68449
11 25 149267
11 26 102711
11 32 293380
11 33 122334
11 35 174870
11 36 273018
12 14 118961
12 19 130561
12 20 108638
12 21 129985
12 22 46521
12 25 135863
12 26 82761
12 27 72761
12 29 119693
12 31 177193
12 32 300320
12 34 59116
12 35 247371
12 36 181664
12 37 65838
12 38 88039
12 39 78667
13 14 128685
13 17 177979
13 18 157002
13 20 113915
13 21 137107
13 24 170512
13 25 239061
13 27 158748
13 28 182115
13 29 178154
13 31 238453
13 32 355197
13 35 282453
13 36 314296
13 37 155379
13 39 168208
14 15 48973
14 18 124460
14 19 115815
14 20 27434
14 21 50626
14 22 72440
14 23 169472
14 24 68256
14 26 108680
14 29 145612
14 32 296872
14 33 143436
14 34 76629
14 35 195972
14 36 285577
14 37 83351
14 38 113958
15 18 173433
15 19 142828
15 20 71896
15 23 218445
15 24 117229
15 25 202349
15 27 99462
15 29 147572
15 31 61483
15 33 187898
15 34 125602
15 35 178418
15 37 113306
15 38 162931
16 17 114353
16 18 132824
16 19 161936
16 21 54543
16 22 80804
16 24 76620
16 25 161622
16 28 86887
16 30 155522
16 32 268361
16 33 97315
16 34 85031
16 35 149851
16 36 248356
16 37 91753
16 38 122322
17 18 47416
17 19 110996
17 22 41917
17 28 163866
17 30 103547
17 32 312987
17 34 46106
17 35 208153
17 36 235616
17 37 22600
18 21 134163
18 22 52020
18 23 149052
18 25 113619
18 26 15780
18 27 78260
18 28 138498
18 29 52712
18 32 286121
18 34 64615
18 35 160737
18 36 233799
18 37 70016
18 38 93538
19 21 166441
19 22 84040
19 24 87382
19 25 145639
19 26 47800
19 28 170518
19 29 84732
19 30 119711
19 33 237933
19 34 95755
19 35 224317
19 36 280154
19 37 102477
19 39 115306
20 22 62117
20 23 159149
20 24 57933
20 25 142935
20 26 98357
20 27 77923
20 28 68200
20 31 133379
20 34 66344
20 37 73066
20 38 103635
20 39 85895
21 24 79280
21 29 156636
21 34 87653
21 35 204394
21 36 243494
21 37 64147
21 39 76976
22 23 97032
22 24 4184
22 25 89342
22 28 130317
22 31 130672
22 33 154773
22 34 12595
22 36 228185
23 25 186374
23 26 133272
23 27 123272
23 28 227349
23 29 170204
23 30 205183
23 31 227704
23 32 376470
23 33 251805
23 34 109627
23 35 214846
24 26 40424
24 28 126133
24 29 77356
24 30 112335
24 32 275254
24 33 150589
24 37 15133
24 39 27962
25 26 97839
25 27 107176
25 28 74735
25 29 134771
25 30 61622
25 31 190587
25 32 360412
25 35 274356
25 37 100224
25 38 130860
26 30 71911
26 33 191013
26 34 48835
26 35 176517
26 37 55557
26 39 68386
27 28 146123
27 30 134391
27 32 263924
27 33 172607
27 35 227090
27 36 247712
27 37 37151
27 39 49980
28 29 85786
28 32 319195
28 34 121536
28 35 236738
28 39 154095
29 30 108843
29 31 86089
29 34 85767
29 36 286511
29 38 114690
29 39 105318
30 32 342252
30 33 252837
30 35 216868
30 36 289930
30 37 126147
30 38 149669
30 39 138976
31 32 301432
31 34 134899
31 38 172190
31 39 154450
32 33 171046
32 34 283665
32 36 327986
32 38 320956
32 39 293673
33 34 158962
33 35 247166
33 36 310938
33 38 196291
34 37 23506
35 36 394536
35 39 232996
36 37 213016
36 38 269703
36 39 200187
37 39 12829
38 39 73664
Case #191: 1000
1 3 22545
1 4 58315
1 5 23245
1 8 3799
1 11 29293
1 12 100399
1 13 31120
1 14 87277
1 15 53130
1 16 85426
1 18 72808
1 19 54375
1 20 87852
1 21 70401
1 22 85449
1 23 59462
1 24 29622
1 26 104975
1 27 60867
1 28 64085
1 30 72168
1 31 68915
1 32 74163
1 34 43978
1 35 80063
1 38 67309
1 39 97607
1 40 44391
1 41 55910
1 42 71190
1 43 115136
1 44 116346
1 46 86966
1 47 63642
1 50 126494
2 3 98191
2 4 146433
2 5 108812
2 6 95772
2 7 71614
2 8 114815
2 9 198976
2 10 103361
2 11 99845
2 12 112753
2 13 106766
2 14 33459
2 16 110040
2 18 154988
2 20 30762
2 21 77548
2 22 140398
2 23 90318
2 24 113867
2 25 89631
2 26 171031
2 27 57747
2 29 69860
2 30 113296
2 31 106419
2 32 75437
2 35 102570
2 36 95644
2 37 98192
2 38 125475
2 39 89857
2 40 137766
2 41 93870
2 42 119245
2 43 144473
2 44 93812
2 45 93451
2 46 99320
2 47 174658
2 48 94886
2 49 94970
2 50 83664
3 4 73262
3 6 37649
3 8 18746
3 9 128356
3 10 60536
3 11 6748
3 13 8575
3 15 62268
3 16 65055
3 17 37153
3 18 87755
3 19 45102
3 20 81516
3 21 71571
3 22 62904
3 23 36917
3 24 44569
3 27 54531
3 28 54536
3 29 79259
3 31 46370
3 32 89110
3 35 59745
3 36 2547
3 37 1
3 38 44764
3 39 75062
3 40 44669
3 41 33365
3 42 61122
3 43 92591
3 44 93801
3 45 61162
3 46 70919
3 47 78589
3 49 31297
3 50 103949
4 5 73962
4 6 85931
4 7 84914
4 8 54516
4 9 164126
4 10 79803
4 11 80010
4 12 138313
4 13 77353
4 14 137994
4 15 91044
4 17 72923
4 18 54475
4 19 102791
4 20 125766
4 21 79636
4 22 136166
4 23 56115
4 24 80339
4 25 81822
4 26 155692
4 27 98781
4 28 101999
4 29 87324
4 30 61920
4 32 124880
4 33 64839
4 34 94695
4 35 80594
4 36 75809
4 37 73263
4 38 112190
4 39 107321
4 40 95108
4 41 52563
4 42 62458
4 45 63733
4 46 124880
4 48 90654
4 49 80246
4 50 125585
5 6 63364
5 7 37198
5 8 19446
5 9 90164
5 10 71052
5 11 44132
5 12 90597
5 13 46767
5 14 102924
5 15 43328
5 16 75624
5 17 37853
5 19 31130
5 20 78050
5 22 101096
5 23 60518
5 24 45269
5 25 46752
5 26 120622
5 27 51065
5 28 54283
5 30 87815
5 31 69971
5 32 89810
5 33 59281
5 34 59625
5 35 70261
5 36 40739
5 37 38193
5 38 82956
5 39 79197
5 41 56966
5 45 87122
5 47 79289
5 49 69489
5 50 130952
6 7 46679
6 8 43918
6 9 153528
6 10 72758
6 11 43284
6 12 87818
6 14 89242
6 16 39443
6 17 25511
6 20 65010
6 21 72591
6 22 100553
6 23 57416
6 24 18095
6 25 33070
6 26 118966
6 27 38025
6 28 29594
6 29 80279
6 30 54875
6 31 66869
6 33 41588
6 34 51522
6 35 73549
6 36 39083
6 37 37648
6 38 69274
6 39 100276
6 41 53864
6 43 119538
6 44 108392
6 46 74385
6 48 55041
6 49 67833
6 50 117912
7 8 43201
7 9 127362
7 10 33854
7 11 56231
7 12 53399
7 14 105073
7 15 6130
7 17 61608
7 18 112210
7 19 17877
7 20 40852
7 21 65827
7 23 51362
7 24 64774
7 25 66445
7 26 140315
7 27 13867
7 28 17085
7 29 73515
7 30 53858
7 32 104482
7 33 60086
7 34 83380
7 35 33063
7 36 60432
7 37 61948
7 38 66121
7 39 93512
7 41 47810
7 42 54396
7 44 103902
7 45 49924
7 46 39966
7 47 103044
7 48 51006
7 49 72184
7 50 93754
8 9 109610
8 10 77055
8 11 25494
8 12 96600
8 13 27321
8 14 83478
8 17 18407
8 19 50576
8 20 84053
8 21 66602
8 22 81650
8 23 55663
8 24 25823
8 25 27306
8 27 57068
8 28 60286
8 29 74290
8 30 68369
8 31 65116
8 32 70364
8 33 39835
8 34 40179
8 35 76264
8 37 18747
8 40 40592
8 41 52111
8 43 111337
8 44 112547
8 45 79908
8 47 59843
8 48 36138
8 49 50043
8 50 122695
9 11 134246
9 12 127416
9 13 136931
9 15 133492
9 16 130359
9 17 128017
9 19 121294
9 22 164320
9 23 150682
9 24 135433
9 25 124032
9 28 144447
9 29 136705
9 31 160135
9 33 135179
9 34 149789
9 35 97835
9 36 130045
9 37 128357
9 38 87828
9 39 156702
9 40 150202
9 41 147130
9 42 146329
9 43 194834
9 44 195217
9 46 113983
9 47 169453
9 48 118808
9 49 158795
9 50 205365
10 11 67284
10 13 51961
10 14 112831
10 15 39984
10 16 33315
10 17 84702
10 18 134278
10 19 51731
10 20 72599
10 21 31973
10 23 55275
10 25 69096
10 26 142966
10 27 47721
10 28 50939
10 29 39661
10 30 48747
10 31 64728
10 32 135394
10 37 60535
10 38 86798
10 39 59658
10 40 105205
10 41 51723
10 42 49285
10 43 106713
10 44 102264
10 45 16070
10 46 73820
10 47 136898
10 49 67073
10 50 112412
11 12 86006
11 13 15323
11 14 66386
11 17 43901
11 18 94503
11 19 38354
11 20 88264
11 21 73225
11 23 43665
11 24 51317
11 26 84084
11 27 61279
11 28 56190
11 31 53118
11 32 95858
11 33 27837
11 34 28181
11 35 66493
11 36 4201
11 37 6749
11 38 46418
11 39 76716
11 40 43633
11 42 66757
11 43 99339
11 44 100549
11 45 64530
11 46 72573
11 47 85337
11 48 24140
11 49 32951
11 50 110697
12 14 93061
12 15 47269
12 16 91825
12 17 103040
12 19 71276
12 22 137657
12 23 102767
12 24 95624
12 25 75792
12 26 161688
12 27 55006
12 28 58224
12 30 107257
12 31 88204
12 32 51083
12 33 86939
12 34 105785
12 35 86462
12 36 81805
12 37 84353
12 38 39588
12 39 146911
12 40 123927
12 41 99215
12 42 107795
12 43 94284
12 44 145041
12 45 103323
12 47 117146
12 48 92145
12 49 105657
12 50 134893
13 14 73307
13 15 69623
13 16 68517
13 17 45728
13 18 96330
13 19 53677
13 20 90091
13 21 80146
13 22 71479
13 23 28342
13 24 47169
13 25 17135
13 26 91005
13 27 63106
13 28 58668
13 29 87834
13 32 91710
13 33 12514
13 34 22448
13 35 51170
13 36 11122
13 37 8574
13 38 53339
13 39 83637
13 40 53244
13 41 24790
13 42 52547
13 45 68031
13 46 79494
13 47 87164
13 48 25967
13 49 39872
13 50 112524
14 15 98943
14 18 121529
14 19 104740
14 20 64221
14 21 80858
14 22 127636
14 24 86519
14 25 56172
14 26 142068
14 27 91206
14 28 99637
14 29 88546
14 31 111102
14 32 41978
14 33 85821
14 34 51494
14 36 62185
14 37 64733
14 40 104307
14 41 98097
14 43 123844
14 45 96761
14 46 106494
14 47 143321
14 48 82124
14 49 90935
14 50 117123
15 16 44556
15 17 66060
15 18 118340
15 19 24007
15 20 34722
15 24 58644
15 25 68957
15 26 142827
15 27 7737
15 28 10955
15 29 79645
15 30 59988
15 31 40935
15 32 98352
15 33 66216
15 34 83701
15 35 39193
15 36 62944
15 38 59991
15 39 99642
15 41 53940
15 42 60526
15 43 78989
15 44 97772
15 45 56054
15 47 109174
15 48 44876
15 49 78314
16 17 64954
16 18 100963
16 20 79278
16 24 57538
16 25 68521
16 26 117039
16 27 52293
16 29 40836
16 30 15432
16 32 102079
16 34 79515
16 35 34106
16 36 62508
16 37 65056
16 38 83206
16 40 87139
16 41 63053
16 42 15970
16 43 88795
16 44 68949
16 45 17245
16 46 78392
16 47 141470
16 48 61015
16 50 79097
17 18 87416
17 19 68983
17 20 90521
17 21 84535
17 22 100057
17 23 74070
17 24 7416
17 26 119583
17 28 55105
17 29 92223
17 31 83523
17 32 51957
17 33 58242
17 34 58586
17 35 85493
17 36 39700
17 37 37154
17 38 81917
17 39 112215
17 41 70518
17 42 48984
17 43 129744
17 44 130954
17 47 78250
17 48 54545
17 49 68450
17 50 141102
18 19 119585
18 20 153062
18 21 134111
18 22 150659
18 23 110590
18 24 86858
18 25 96315
18 26 170185
18 27 126077
18 29 141799
18 30 116395
18 31 120043
18 32 131399
